"ranking","country","regional_indicator","happiness_score","gdp","support","life_exp","freedom","generosity","corruption","year","regime_category","monarchy","democracy","presidential","colony","communist","sp_democracy","suffrage","electoral_category","sp_electoral","fair_election","alternation","region","country_or_territory","status","political_rights","civil_liberties"
26,"Uruguay","Latin America and Caribbean",6.4401,6.96959,0.92085,69,0.85719,0.23191,0.63721,2020,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,1,TRUE,"democratic elections",3,TRUE,TRUE,"Americas","c","F",1,1
27,"Saudi Arabia","Middle East and North Africa",6.4065,8.68321,0.84646,66,0.79115,0.15345,0.69367,2020,"Royal dictatorship",TRUE,FALSE,FALSE,FALSE,FALSE,0.1,FALSE,"no elections",1.5,FALSE,FALSE,"Middle East","c","NF",7,7
28,"Spain","Western Europe",6.4009,8.00777,0.91828,74,0.61446,0.2901,0.79447,2020,"Parliamentary democracy",TRUE,TRUE,FALSE,FALSE,FALSE,0.75,TRUE,"democratic elections",2.75,TRUE,TRUE,"Europe","c","F",1,1
29,"Guatemala","Latin America and Caribbean",6.3989,4.9055,0.75878,65,0.88443,0.29942,0.81552,2020,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,0.75,TRUE,"democratic elections",2.75,TRUE,TRUE,"Americas","c","PF",4,4
30,"Italy","Western Europe",6.3874,8.04591,0.87059,74,0.46346,0.29881,0.9247,2020,"Parliamentary democracy",FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,"democratic elections",3,TRUE,TRUE,"Europe","c","F",1,1
31,"Singapore","Southeast Asia",6.3771,9.88875,0.90171,77,0.91641,0.38393,0,2020,"Civilian dictatorship",FALSE,FALSE,FALSE,FALSE,FALSE,1,TRUE,"non-democratic multi-party elections",3,FALSE,FALSE,"Asia","c","PF",4,4
32,"Brazil","Latin America and Caribbean",6.3756,6.19961,0.88104,66,0.69712,0.23108,0.80021,2020,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,0.75,TRUE,"democratic elections",2.625,TRUE,TRUE,"Americas","c","F",2,2
33,"Slovenia","Central and Eastern Europe",6.3634,7.86537,0.94644,71,0.93283,0.2557,0.85649,2020,"Parliamentary democracy",FALSE,TRUE,FALSE,FALSE,FALSE,0.75,TRUE,"democratic elections",3,TRUE,TRUE,"Europe","c","F",1,1
34,"El Salvador","Latin America and Caribbean",6.3483,4.87377,0.74271,66,0.7559,0.20873,0.7805,2020,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,0.333333333333333,TRUE,"democratic elections",2.33333333333333,TRUE,TRUE,"Americas","c","PF",2,4
36,"Panama","Latin America and Caribbean",6.3048,7.14313,0.88923,70,0.8364,0.17059,0.89829,2020,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,1,TRUE,"democratic elections",3,TRUE,TRUE,"Americas","c","F",1,2
37,"Slovakia","Central and Eastern Europe",6.2806,7.77547,0.92037,69,0.61093,0.20486,0.97882,2020,"Mixed democratic",FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,"democratic elections",3,TRUE,TRUE,"Europe","c","F",1,2
38,"Uzbekistan","Commonwealth of Independent States",6.2576,4.53351,0.92663,65,1,0.6376,0.47434,2020,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.2,TRUE,"non-democratic multi-party elections",2.2,FALSE,FALSE,"Eurasia","c","NF",7,6
39,"Chile","Latin America and Caribbean",6.2285,7.13874,0.85508,70,0.60219,0.27303,0.88212,2020,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,0.666666666666667,TRUE,"democratic elections",2.66666666666667,TRUE,TRUE,"Americas","c","F",1,2
40,"Bahrain","Middle East and North Africa",6.2273,8.43829,0.84993,69,0.88046,0.50447,0.76237,2020,"Royal dictatorship",TRUE,FALSE,FALSE,FALSE,FALSE,0,TRUE,"non-democratic multi-party elections",0,FALSE,FALSE,"Middle East","c","NF",7,6
41,"Lithuania","Western Europe",6.2155,7.76715,0.92588,67,0.60649,0.09423,0.84742,2020,"Mixed democratic",FALSE,TRUE,TRUE,FALSE,FALSE,0.5,TRUE,"democratic elections",2.5,TRUE,TRUE,"Europe","c","F",1,1
42,"Trinidad and Tobago","Latin America and Caribbean",6.1919,7.59849,0.90938,64,0.79757,0.34987,0.97172,2020,"Parliamentary democracy",FALSE,TRUE,FALSE,FALSE,FALSE,0.666666666666667,TRUE,"democratic elections",2.33333333333333,TRUE,TRUE,"Americas","c","F",2,2
43,"Poland","Central and Eastern Europe",6.1863,7.60882,0.84675,69,0.80474,0.11122,0.69889,2020,"Mixed democratic",FALSE,TRUE,TRUE,FALSE,FALSE,0.714285714285714,TRUE,"democratic elections",2.71428571428571,TRUE,TRUE,"Europe","c","F",2,2
44,"Colombia","Latin America and Caribbean",6.1634,6.06636,0.86229,68,0.76001,0.16211,0.91401,2020,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,0.8,TRUE,"democratic elections",2.6,TRUE,TRUE,"Americas","c","PF",3,3
45,"Cyprus","Western Europe",6.159,7.89236,0.74257,74,0.66264,0.40001,0.90396,2020,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,0.333333333333333,TRUE,"democratic elections",2.33333333333333,TRUE,TRUE,"Europe","c","F",1,1
46,"Nicaragua","Latin America and Caribbean",6.1371,4.0349,0.82117,68,0.80793,0.37358,0.67349,2020,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.666666666666667,TRUE,"non-democratic multi-party elections",2.66666666666667,FALSE,FALSE,"Americas","c","NF",6,5
47,"Romania","Central and Eastern Europe",6.1237,7.29107,0.77182,67,0.77149,0.11966,0.99844,2020,"Mixed democratic",FALSE,TRUE,FALSE,FALSE,FALSE,0.8,TRUE,"democratic elections",3,TRUE,TRUE,"Europe","c","F",2,2
48,"Kuwait","Middle East and North Africa",6.1021,9.27218,0.80435,67,0.82257,0.23297,0.7884,2020,"Royal dictatorship",TRUE,FALSE,FALSE,FALSE,FALSE,0,TRUE,"non-democratic multi-party elections",1,FALSE,FALSE,"Middle East","c","PF",5,5
49,"Mauritius","Sub-Saharan Africa",6.1013,6.98692,0.90185,66,0.85225,0.32799,0.84228,2020,"Parliamentary democracy",FALSE,TRUE,FALSE,FALSE,FALSE,0.5,TRUE,"democratic elections",2.5,TRUE,TRUE,"Africa","c","F",1,2
50,"Kazakhstan","Commonwealth of Independent States",6.0579,7.30534,0.93907,65,0.71752,0.26976,0.79281,2020,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.2,TRUE,"non-democratic multi-party elections",1.8,FALSE,FALSE,"Eurasia","c","NF",7,5
51,"Estonia","Western Europe",6.0218,7.75987,0.93904,69,0.8318,0.21961,0.62157,2020,"Parliamentary democracy",FALSE,TRUE,FALSE,FALSE,FALSE,0.666666666666667,TRUE,"democratic elections",2.66666666666667,TRUE,TRUE,"Europe","c","F",1,1
52,"Philippines","Southeast Asia",6.006,5.04414,0.80474,62,0.89707,0.22685,0.75545,2020,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,1,TRUE,"democratic elections",3,TRUE,TRUE,"Asia","c","PF",3,4
53,"Hungary","Central and Eastern Europe",6.0004,7.57679,0.91951,68,0.55736,0.12371,0.94833,2020,"Civilian dictatorship",FALSE,FALSE,FALSE,FALSE,FALSE,0.875,TRUE,"democratic elections",2.875,TRUE,TRUE,"Europe","c","PF",3,3
54,"Thailand","Southeast Asia",5.9988,6.5533,0.87073,67,0.87909,0.66111,0.94028,2020,"Military dictatorship",TRUE,FALSE,FALSE,FALSE,FALSE,0.25,TRUE,"no elections",2,FALSE,FALSE,"Asia","c","PF",6,4
55,"Argentina","Latin America and Caribbean",5.9747,6.69279,0.8869,69,0.75128,0.12302,0.88669,2020,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,0.8,TRUE,"democratic elections",2.8,TRUE,TRUE,"Americas","c","F",2,2
56,"Honduras","Latin America and Caribbean",5.9532,3.89649,0.76679,67,0.81952,0.4502,0.83718,2020,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.75,TRUE,"non-democratic multi-party elections",2.75,TRUE,TRUE,"Americas","c","PF",4,4
57,"Latvia","Western Europe",5.95,7.42769,0.91395,67,0.47485,0.13234,0.83046,2020,"Parliamentary democracy",FALSE,TRUE,FALSE,FALSE,FALSE,0.666666666666667,TRUE,"democratic elections",2.66666666666667,TRUE,TRUE,"Europe","c","F",1,2
58,"Ecuador","Latin America and Caribbean",5.9252,5.55344,0.789,69,0.80089,0.20183,0.83729,2020,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,1,TRUE,"democratic elections",3,TRUE,TRUE,"Americas","c","PF",3,3
59,"Portugal","Western Europe",5.9109,7.60603,0.86557,72,0.85089,0.09308,0.94798,2020,"Mixed democratic",FALSE,TRUE,TRUE,FALSE,FALSE,1,TRUE,"democratic elections",3,TRUE,TRUE,"Europe","c","F",1,1
60,"Jamaica","Latin America and Caribbean",5.8898,5.06976,0.91,67,0.79785,0.20405,0.94345,2020,"Parliamentary democracy",TRUE,TRUE,FALSE,FALSE,FALSE,0.333333333333333,TRUE,"democratic elections",2,TRUE,TRUE,"Americas","c","F",2,2
61,"South Korea","East Asia",5.8724,8.10386,0.73248,74,0.37411,0.29888,0.82258,2020,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,0.333333333333333,TRUE,"democratic elections",1.33333333333333,TRUE,TRUE,"Asia","c","F",2,2
62,"Japan","East Asia",5.8708,8.24327,0.86092,75,0.71468,0.06267,0.65969,2020,"Parliamentary democracy",TRUE,TRUE,FALSE,FALSE,FALSE,0.25,TRUE,"democratic elections",1.5,TRUE,TRUE,"Asia","c","F",1,1
63,"Peru","Latin America and Caribbean",5.7968,5.97751,0.78084,68,0.74027,0.16078,0.9493,2020,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,0.8,TRUE,"democratic elections",2.8,TRUE,TRUE,"Americas","c","F",2,3
64,"Serbia","Central and Eastern Europe",5.7782,6.43064,0.85776,68,0.57038,0.26374,0.8885,2020,"Mixed democratic",FALSE,TRUE,FALSE,FALSE,FALSE,0.666666666666667,TRUE,"democratic elections",2.77777777777778,TRUE,TRUE,"Europe","c","PF",4,3
65,"Bolivia","Latin America and Caribbean",5.7475,4.75687,0.73816,64,0.82863,0.24284,0.86319,2020,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,"non-democratic multi-party elections",3,FALSE,TRUE,"Americas","c","PF",3,3
66,"Pakistan","South Asia",5.6933,4.01385,0.5641,58,0.5848,0.40137,0.77007,2020,"Parliamentary democracy",FALSE,TRUE,FALSE,FALSE,FALSE,0.25,TRUE,"democratic elections",1.5,TRUE,TRUE,"Asia","c","PF",5,5
67,"Paraguay","Latin America and Caribbean",5.6921,5.84372,0.8841,66,0.846,0.35854,0.87794,2020,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,0.666666666666667,TRUE,"democratic elections",2.66666666666667,TRUE,TRUE,"Americas","c","PF",3,3
68,"Dominican Republic","Latin America and Caribbean",5.6892,6.39817,0.8587,66,0.81191,0.1969,0.78253,2020,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,0.5,TRUE,"democratic elections",2.25,TRUE,TRUE,"Americas","c","PF",3,3
69,"Bosnia and Herzegovina","Central and Eastern Europe",5.6741,5.97651,0.77799,68,0.44047,0.46332,0.9978,2020,"Civilian dictatorship",FALSE,FALSE,FALSE,FALSE,FALSE,0.666666666666667,TRUE,"non-democratic multi-party elections",2.66666666666667,FALSE,FALSE,"Europe","c","PF",4,4
70,"Moldova","Central and Eastern Europe",5.6075,4.60681,0.79952,65,0.56193,0.30545,0.97303,2020,"Parliamentary democracy",FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,"democratic elections",3,TRUE,TRUE,"Eurasia","c","PF",3,4
71,"Tajikistan","Commonwealth of Independent States",5.5557,3.09027,0.78729,64,0.75171,0.32013,0.58403,2020,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.25,TRUE,"non-democratic multi-party elections",1.75,FALSE,FALSE,"Eurasia","c","NF",7,6
72,"Montenegro","Central and Eastern Europe",5.5461,6.5736,0.81784,69,0.43738,0.26151,0.81537,2020,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.75,TRUE,"non-democratic multi-party elections",2.75,FALSE,FALSE,"Europe","c","PF",4,3
73,"Russia","Commonwealth of Independent States",5.546,7.33401,0.89085,64,0.57625,0.17381,0.91429,2020,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.6,TRUE,"non-democratic multi-party elections",2.4,FALSE,FALSE,"Eurasia","c","NF",7,6
74,"Kyrgyzstan","Commonwealth of Independent States",5.5415,3.33955,0.86654,64,0.88655,0.52889,0.94286,2020,"Mixed democratic",FALSE,TRUE,TRUE,FALSE,FALSE,0,TRUE,"democratic elections",1.5,TRUE,TRUE,"Eurasia","c","PF",5,4
75,"Belarus","Commonwealth of Independent States",5.5399,6.63025,0.89634,66,0.4194,0.15783,0.63687,2020,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,TRUE,0.8,TRUE,"non-democratic multi-party elections",2.8,FALSE,FALSE,"Eurasia","c","NF",7,6
77,"Greece","Middle East and North Africa",5.515,7.34098,0.75536,72,0.25029,0,0.90839,2020,"Parliamentary democracy",FALSE,TRUE,FALSE,FALSE,FALSE,0.75,TRUE,"democratic elections",2.75,TRUE,TRUE,"Europe","c","F",1,2
78,"Hong Kong","East Asia",5.5104,8.95925,0.80357,77,0.66259,0.50592,0.37639,2020,"Special Administrative Region of China",FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,"non-democratic multi-party elections",1,FALSE,FALSE,"Asia","t","PF",5,3
79,"Croatia","Central and Eastern Europe",5.5047,7.21703,0.84731,70,0.55023,0.20006,0.97688,2020,"Mixed democratic",FALSE,TRUE,FALSE,FALSE,FALSE,0.4,TRUE,"democratic elections",2.6,TRUE,TRUE,"Europe","c","F",1,2
81,"Mongolia","East Asia",5.4562,5.88851,0.94273,62,0.51308,0.46311,0.91272,2020,"Mixed democratic",FALSE,TRUE,FALSE,FALSE,FALSE,0,TRUE,"democratic elections",1,TRUE,TRUE,"Asia","c","F",1,2
82,"Malaysia","Southeast Asia",5.3843,7.60356,0.75861,67,0.86105,0.48241,0.88341,2020,"Mixed democratic",TRUE,TRUE,FALSE,FALSE,FALSE,0.4,TRUE,"democratic elections",1.6,TRUE,TRUE,"Asia","c","PF",4,4
83,"Vietnam","Southeast Asia",5.3535,4.67302,0.80971,68,0.93879,0.23953,0.83148,2020,"Civilian dictatorship",FALSE,FALSE,FALSE,FALSE,TRUE,0,TRUE,"single-party elections",1,FALSE,FALSE,"Asia","c","NF",7,5
84,"Indonesia","Southeast Asia",5.2856,5.80292,0.7462,62,0.81954,0.95232,0.9282,2020,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,0.8,TRUE,"democratic elections",2.8,TRUE,TRUE,"Asia","c","PF",2,4
85,"Ivory Coast","Sub-Saharan Africa",5.2333,3.49517,0.51676,50,0.57282,0.29819,0.82464,2020,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.8,TRUE,"non-democratic multi-party elections",2.8,FALSE,FALSE,"Africa","c","PF",4,4
86,"Benin","Sub-Saharan Africa",5.216,2.38336,0.22773,54,0.5854,0.34515,0.7638,2020,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,0.5,TRUE,"democratic elections",2.5,TRUE,TRUE,"Africa","c","PF",4,2
87,"Maldives","Southeast Asia",5.1976,6.1032,0.90612,71,0.79075,0.39346,0.86513,2020,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,1,TRUE,"democratic elections",3,TRUE,TRUE,"Asia","c","PF",4,5
88,"Congo (Brazzaville)","Sub-Saharan Africa",5.1944,4.12329,0.48957,58,0.55752,0.20571,0.77742,2020,"Military dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0,TRUE,"non-democratic multi-party elections",2,FALSE,FALSE,"Africa","c","NF",7,5
89,"Azerbaijan","Commonwealth of Independent States",5.1648,6.44425,0.76288,66,0.67468,0.0704,0.53615,2020,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.5,TRUE,"non-democratic multi-party elections",2.25,FALSE,FALSE,"Eurasia","c","NF",7,6
90,"North Macedonia","Central and Eastern Europe",5.1598,6.08698,0.76454,68,0.59172,0.32618,0.95387,2020,"Mixed democratic",FALSE,TRUE,TRUE,FALSE,FALSE,1,TRUE,"democratic elections",3,TRUE,TRUE,"Europe","c","PF",3,3
91,"Ghana","Sub-Saharan Africa",5.148,3.74746,0.62444,57,0.68846,0.45856,0.8939,2020,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,0,TRUE,"democratic elections",2,TRUE,TRUE,"Africa","c","F",2,2
92,"Nepal","South Asia",5.1372,2.88968,0.7113,64,0.69325,0.52819,0.76086,2020,"Parliamentary democracy",FALSE,TRUE,FALSE,FALSE,FALSE,0.5,TRUE,"democratic elections",1.5,TRUE,TRUE,"Asia","c","PF",3,4
93,"Turkey","Middle East and North Africa",5.1318,7.33511,0.77357,67,0.36696,0.15073,0.77308,2020,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.625,TRUE,"non-democratic multi-party elections",2.5,FALSE,FALSE,"Europe","c","NF",5,6
94,"China","East Asia",5.1239,6.44595,0.73152,69,0.86778,0.13868,0.78008,2020,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,TRUE,0.470588235294118,TRUE,"no elections",2.29411764705882,FALSE,FALSE,"Asia","c","NF",7,6
95,"Turkmenistan","Commonwealth of Independent States",5.1191,6.56588,0.97603,62,0.7432,0.56708,0.93716,2020,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0,TRUE,"non-democratic multi-party elections",1.75,FALSE,FALSE,"Eurasia","c","NF",7,7
96,"Bulgaria","Central and Eastern Europe",5.1015,6.81051,0.94379,67,0.60268,0.18222,1,2020,"Mixed democratic",FALSE,TRUE,FALSE,FALSE,FALSE,0.75,TRUE,"democratic elections",2.75,TRUE,TRUE,"Europe","c","F",2,2
97,"Morocco","Middle East and North Africa",5.0948,4.93677,0.41692,66,0.64918,0.07026,0.85486,2020,"Royal dictatorship",TRUE,FALSE,FALSE,FALSE,FALSE,0.333333333333333,TRUE,"non-democratic multi-party elections",2.33333333333333,FALSE,FALSE,"Africa","c","PF",5,5
98,"Cameroon","Sub-Saharan Africa",5.0849,3.27953,0.58138,53,0.63358,0.34752,0.89798,2020,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.166666666666667,TRUE,"non-democratic multi-party elections",2,FALSE,FALSE,"Africa","c","NF",6,6
99,"Venezuela","Latin America and Caribbean",5.0532,5.01237,0.8714,67,0.39194,0.153,0.88067,2020,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,TRUE,1,TRUE,"single-party elections",3,FALSE,FALSE,"Americas","c","NF",7,6
100,"Algeria","Middle East and North Africa",5.0051,6.14219,0.73858,66,0.12108,0.20869,0.75769,2020,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.5,TRUE,"non-democratic multi-party elections",2.5,FALSE,FALSE,"Africa","c","NF",6,5
101,"Senegal","Sub-Saharan Africa",4.9808,3.28021,0.61683,60,0.50832,0.28851,0.84645,2020,"Mixed democratic",FALSE,TRUE,TRUE,FALSE,FALSE,0.8,TRUE,"democratic elections",2.8,TRUE,TRUE,"Africa","c","PF",3,3
102,"Guinea","Sub-Saharan Africa",4.9493,2.538,0.48551,54,0.53641,0.43785,0.78955,2020,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,0.833333333333333,TRUE,"democratic elections",2.83333333333333,TRUE,TRUE,"Africa","c","PF",5,5
103,"Niger","Sub-Saharan Africa",4.9096,0.70497,0.45478,54,0.62791,0.36534,0.742,2020,"Mixed democratic",FALSE,TRUE,TRUE,FALSE,FALSE,0.428571428571429,TRUE,"democratic elections",2.42857142857143,TRUE,TRUE,"Africa","c","PF",4,4
104,"Laos","East Asia",4.8886,4.65091,0.63803,59,0.88281,0.47852,0.63562,2020,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,TRUE,0,TRUE,"single-party elections",1,FALSE,FALSE,"Asia","c","NF",7,6
105,"Albania","Central and Eastern Europe",4.8827,5.90009,0.53664,69,0.66633,0.30015,0.95243,2020,"Parliamentary democracy",FALSE,TRUE,FALSE,FALSE,FALSE,0.8,TRUE,"democratic elections",2.8,TRUE,TRUE,"Europe","c","PF",3,3
106,"Cambodia","Southeast Asia",4.8484,3.54424,0.69233,62,0.97356,0.40951,0.86339,2020,"Civilian dictatorship",TRUE,FALSE,FALSE,FALSE,FALSE,0,TRUE,"non-democratic multi-party elections",0.666666666666667,FALSE,FALSE,"Asia","c","NF",7,5
107,"Bangladesh","South Asia",4.8328,3.61922,0.5614,65,0.87142,0.31018,0.66851,2020,"Civilian dictatorship",FALSE,FALSE,FALSE,FALSE,FALSE,0.5,TRUE,"non-democratic multi-party elections",2.5,FALSE,FALSE,"Asia","c","PF",5,5
108,"Gabon","Sub-Saharan Africa",4.8293,6.42975,0.71493,60,0.53292,0.09128,0.89533,2020,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.25,TRUE,"non-democratic multi-party elections",2,FALSE,FALSE,"Africa","c","NF",7,5
109,"South Africa","Sub-Saharan Africa",4.8141,5.87073,0.81359,57,0.62715,0.22184,0.8884,2020,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.333333333333333,TRUE,"non-democratic multi-party elections",2.33333333333333,TRUE,FALSE,"Africa","c","F",2,2
110,"Iraq","Middle East and North Africa",4.7848,6.39054,0.65358,60,0.40906,0.26851,0.86277,2020,"Civilian dictatorship",FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,"non-democratic multi-party elections",1.4,FALSE,FALSE,"Middle East","c","NF",5,6
111,"Lebanon","Middle East and North Africa",4.7715,5.78673,0.77056,67,0.2676,0.2782,0.95964,2020,"Civilian dictatorship",FALSE,FALSE,FALSE,FALSE,FALSE,0.666666666666667,TRUE,"non-democratic multi-party elections",2.66666666666667,TRUE,FALSE,"Middle East","c","PF",5,4
112,"Burkina Faso","Sub-Saharan Africa",4.7687,1.96832,0.60055,54,0.46504,0.32711,0.76291,2020,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.8,TRUE,"non-democratic multi-party elections",2.8,FALSE,FALSE,"Africa","c","PF",4,4
113,"Gambia","Sub-Saharan Africa",4.7506,1.67238,0.57037,55,0.58191,0.74759,0.70348,2020,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,1,TRUE,"democratic elections",3,TRUE,TRUE,"Africa","c","PF",4,4
114,"Mali","Sub-Saharan Africa",4.7293,2.29367,0.62882,52,0.54457,0.29776,0.88344,2020,"Mixed democratic",FALSE,TRUE,TRUE,FALSE,FALSE,0.428571428571429,TRUE,"democratic elections",2.42857142857143,TRUE,TRUE,"Africa","c","PF",5,5
115,"Nigeria","Sub-Saharan Africa",4.7241,4.20324,0.63759,50,0.62758,0.38842,0.91074,2020,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,0.5,TRUE,"democratic elections",2.5,TRUE,TRUE,"Africa","c","PF",4,5
116,"Armenia","Commonwealth of Independent States",4.6768,5.25981,0.66852,67,0.54535,0.18818,0.80378,2020,"Mixed democratic",FALSE,TRUE,TRUE,FALSE,FALSE,0.25,TRUE,"democratic elections",2,TRUE,TRUE,"Eurasia","c","PF",4,4
117,"Georgia","Commonwealth of Independent States",4.6726,5.51319,0.47248,64,0.7003,0.08355,0.67348,2020,"Mixed democratic",FALSE,TRUE,TRUE,FALSE,FALSE,0.25,TRUE,"democratic elections",2.25,TRUE,TRUE,"Eurasia","c","PF",3,3
118,"Iran","Middle East and North Africa",4.6724,6.69837,0.57269,66,0.43446,0.48609,0.73244,2020,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.25,TRUE,"single-party elections",2,FALSE,FALSE,"Middle East","c","NF",6,6
119,"Jordan","Middle East and North Africa",4.6334,5.10959,0.73672,67,0.61283,0.16057,0.71514,2020,"Royal dictatorship",TRUE,FALSE,FALSE,FALSE,FALSE,0.2,TRUE,"non-democratic multi-party elections",1.8,FALSE,FALSE,"Middle East","c","PF",5,5
120,"Mozambique","Sub-Saharan Africa",4.6236,1.16317,0.61723,54,0.80888,0.38683,0.69416,2020,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.285714285714286,TRUE,"non-democratic multi-party elections",2.28571428571429,FALSE,FALSE,"Africa","c","PF",5,4
121,"Kenya","Sub-Saharan Africa",4.583,3.10029,0.58484,60,0.74889,0.69128,0.87396,2020,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0,TRUE,"non-democratic multi-party elections",1.2,TRUE,TRUE,"Africa","c","PF",4,4
122,"Namibia","Sub-Saharan Africa",4.5711,5.46688,0.80497,57,0.64131,0.13417,0.89812,2020,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.5,TRUE,"non-democratic multi-party elections",2.5,TRUE,FALSE,"Africa","c","F",2,2
123,"Ukraine","Commonwealth of Independent States",4.5607,5.07872,0.8538,65,0.46075,0.31335,0.9819,2020,"Mixed democratic",FALSE,TRUE,TRUE,FALSE,FALSE,0.571428571428571,TRUE,"democratic elections",2.71428571428571,TRUE,TRUE,"Eurasia","c","PF",3,3
124,"Liberia","Sub-Saharan Africa",4.5579,1.13298,0.59496,56,0.58555,0.39832,0.90408,2020,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,0.666666666666667,TRUE,"democratic elections",2.66666666666667,TRUE,FALSE,"Africa","c","PF",3,4
126,"Uganda","Sub-Saharan Africa",4.432,2.03255,0.67999,56,0.5794,0.46473,0.8803,2020,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0,TRUE,"non-democratic multi-party elections",2,FALSE,FALSE,"Africa","c","NF",6,5
127,"Chad","Sub-Saharan Africa",4.4227,1.96715,0.4776,48,0.32974,0.36995,0.83916,2020,"Military dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.333333333333333,TRUE,"non-democratic multi-party elections",2.33333333333333,FALSE,FALSE,"Africa","c","NF",7,6
